NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
16,37,898.77530,3759.60220,100.31060,5747.78570,29.71610,88.49880,0.000002887
16,38,827.39350,3293.41770,75.35790,4532.63740,22.91370,66.03910,0.000016749
16,39,831.41550,3374.56030,73.36500,5622.54910,22.96390,65.99420,0.000004012
16,40,849.60340,3339.78530,77.13940,4769.32590,25.04730,74.31070,0.000004244
16,41,834.02540,3292.03180,74.37050,4537.26340,22.86360,65.18940,0.000010497
16,42,842.49310,3305.98250,75.06110,4724.46470,23.20060,64.66130,0.000007477
16,43,895.26440,3368.22210,73.81820,4892.81460,23.08010,63.69070,0.000008432
16,44,834.31140,3285.83550,74.84010,4556.48770,22.77270,64.25730,0.000004331
16,45,902.21860,3990.00320,82.08780,5009.12140,23.50030,64.54420,0.000016674
16,46,831.06120,3312.63220,76.47780,4518.91810,22.66800,64.95850,0.000004602
16,47,830.74600,3318.93720,80.08250,4870.73440,25.18470,70.45780,0.000011329
16,48,1133.24500,4277.68160,86.19890,5531.12700,23.82890,66.06940,0.000007393
16,49,1009.15200,3997.55720,74.64450,5176.17980,26.25220,67.26480,0.000020755
16,50,871.78740,3414.79300,74.75380,5187.33500,24.82020,70.28540,0.000004262
16,51,919.15730,4364.60150,96.83270,5120.74890,23.21000,65.58690,0.000006243
16,52,1106.94090,6123.47170,118.57870,8640.29090,33.21770,89.05020,0.000007316
16,53,967.01480,4379.86870,81.41480,5415.77930,23.00860,66.01450,0.000007113
16,54,1027.58770,4938.50540,117.36690,7804.54880,27.79580,150.30680,0.000006251
16,55,1059.81970,4562.85320,132.56590,6454.32280,25.33970,89.65530,0.000009976
16,56,1056.94410,3944.59050,79.82890,5910.87790,26.73990,66.37930,0.000003462
16,57,1450.58140,5197.15160,93.82740,6901.36440,31.13170,94.87800,0.000005414
16,58,1234.86590,4090.55700,74.96700,4953.29870,24.33440,74.67800,0.000008203
16,59,839.00840,3300.54630,73.94440,4655.93920,24.37240,65.10630,0.000004642
16,60,1182.14840,5105.81200,127.11640,5646.20110,26.80480,69.76200,0.000003834
16,61,1060.14330,4954.56310,97.68370,5568.91620,26.27000,71.37450,0.000005110
16,62,886.72540,3669.38210,79.33870,5078.79410,26.06770,80.98840,0.000004564
16,63,986.39480,5225.85120,118.74220,5449.14620,23.74810,92.67110,0.000005757
16,64,1437.73200,6342.31560,102.18360,6624.23290,23.83690,73.79630,0.000009394
16,65,1060.72030,3284.03320,78.32130,6402.54240,24.18240,67.53800,0.000005369
16,66,1272.07450,6121.14740,94.16310,8897.10540,28.94740,124.36770,0.000003870
16,67,863.75420,4192.91180,74.86480,4630.81060,22.85580,66.12860,0.000013841
16,68,1314.33060,3938.79340,73.66990,5109.80490,26.50590,68.06220,0.000006254
16,69,947.40490,3753.21060,95.99960,4967.60270,29.99220,74.41440,0.000007433
16,70,921.30710,3567.04590,81.46000,5062.56650,23.75130,68.26800,0.000005818
16,71,883.25040,3535.34130,85.82770,4831.88490,27.87070,66.69000,0.000004989
16,72,877.64940,3560.06520,86.53350,4676.20620,23.78590,78.03010,0.000004234
16,73,892.58020,3546.68000,77.84570,4916.92290,23.73730,66.67640,0.000008730
16,74,853.45130,3549.96360,75.51380,4834.84840,23.21770,65.18000,0.000013282
16,75,863.31870,3532.15110,77.51070,4983.26540,23.19100,66.53150,0.000003844
16,76,888.34080,3549.70080,75.22030,4836.49110,25.05280,88.36790,0.000006989
16,77,850.58720,3387.24150,74.65440,4883.41980,24.18740,69.73480,0.000017288
16,78,863.50340,3511.71810,83.05860,4701.00250,23.27120,68.04420,0.000003577
16,79,888.77390,3671.50790,83.24600,5268.24610,32.34560,83.82070,0.000004942
16,80,1116.73520,3688.69570,74.63900,5742.02840,22.53360,64.40840,0.000002801
16,81,830.62410,3680.96260,81.76580,4577.23090,30.47770,68.40850,0.000021544
16,82,1331.62170,4321.35460,139.43010,7238.09570,37.55570,108.95070,0.000007693
16,83,838.69510,3437.75440,114.71560,7526.84670,38.46870,98.66740,0.000012409
16,84,1905.16530,6354.11830,96.64350,7045.95640,29.33610,103.65680,0.000004138
16,85,888.60820,3955.99910,116.30950,4874.73580,23.86590,68.07530,0.000012296
16,86,859.91820,4097.49380,102.09590,5837.46700,31.97550,106.25320,0.000002348
16,87,828.82510,3351.33700,104.06200,5142.46100,33.56770,102.00440,0.000004903
16,88,1704.57570,3662.86880,76.12640,4749.46700,22.72240,65.52320,0.000003837
16,89,869.89360,3967.76400,80.95330,5164.53870,23.02060,72.96240,0.000015702
16,90,977.16120,3884.85670,95.73320,6016.01430,25.18250,72.83620,0.000006597
16,91,830.51480,3246.24900,73.04840,5090.43400,36.59730,123.16620,0.000015568
16,92,824.94230,3269.34600,72.91910,4484.45920,22.54530,63.87950,0.000004203
16,93,949.02890,4180.91750,75.71950,4914.41850,24.42510,70.91570,0.000005322
16,94,993.77970,3849.80910,82.95740,5657.46200,23.17910,69.68680,0.000007878
16,95,1310.85940,4758.44600,82.56790,5811.14930,30.78180,104.27100,0.000009446
16,96,882.20730,3617.33170,80.70410,4865.20660,22.67160,64.04530,0.000004942
16,97,879.88420,3486.53440,79.19240,4768.79470,23.25220,64.03910,0.000003792
16,98,865.73170,3596.28170,77.21450,4912.41910,25.43110,69.69340,0.000010386
16,99,1556.32190,4258.45300,83.56070,8122.91640,38.09650,113.56580,0.000005871
32,0,4059.58080,8305.35820,90.45740,14550.22590,29.24020,653.78970,0.000016975
32,1,4093.13920,8268.23190,89.15290,12581.94020,28.23520,431.26490,0.000014995
32,2,3871.89690,7831.22890,90.80180,11526.70990,27.41570,384.22660,0.000019712
32,3,4177.18700,8289.69420,95.35410,12131.36600,30.44260,407.84480,0.000065362
32,4,4117.72140,9986.97980,98.88110,14837.35940,38.28600,595.58140,0.000018883
32,5,6386.61940,11668.50650,113.92420,13852.91410,28.31360,425.83750,0.000018036
32,6,5619.98420,10290.47410,103.75620,12314.06140,30.71890,431.23200,0.000040141
32,7,5507.20880,9213.15370,180.99930,15065.79440,30.35760,400.69340,0.000084286
32,8,5910.49050,10804.98480,115.16550,15195.52070,49.37490,833.42460,0.000009541
32,9,5441.56460,12385.33530,146.31460,15985.62330,32.44480,441.27580,0.000010320
32,10,4150.44970,8103.54270,100.70830,12109.68070,28.24250,399.83520,0.000022233
32,11,3948.35870,8091.59010,98.34960,12018.67650,28.87180,403.15480,0.000013109
32,12,4037.03970,8207.51430,96.10610,12224.64720,30.25540,431.77560,0.000021885
32,13,5698.65170,11180.67890,130.45270,15515.47260,31.24210,460.83040,0.000014866
32,14,5376.80880,11423.72800,117.41780,16731.79750,31.67260,442.87610,0.000052656
32,15,4952.97580,9973.82650,94.32390,18553.03670,27.85710,436.78170,0.000015801
32,16,6125.34460,11933.17710,95.12750,13696.45520,39.57150,586.41720,0.000009458
32,17,5051.37710,11864.66570,249.10140,14321.45750,49.26230,642.95620,0.000019561
32,18,4517.37370,8734.53960,90.88980,12875.35640,30.28910,479.45320,0.000012888
32,19,4988.10840,10251.88750,125.94870,12995.97820,28.43820,473.86450,0.000013983
32,20,4522.65800,10952.02300,353.13740,22181.07170,41.25240,454.57550,0.000018450
32,21,5235.75750,10453.10810,120.01440,15894.50380,32.57390,526.25560,0.000012424
32,22,4185.44330,8680.92220,95.24740,12988.53800,31.27830,470.21680,0.000016902
32,23,4325.18920,8316.09170,104.99630,12646.65040,30.25070,393.10950,0.000012423
32,24,4368.95290,8490.98810,97.13140,13636.70620,29.83570,447.17480,0.000041587
32,25,4125.39920,10024.61350,114.56760,11991.46000,28.23740,406.73300,0.000023101
32,26,3922.76310,8163.76890,92.68190,12102.27890,28.92300,393.06820,0.000014149
32,27,3970.74150,8407.09810,89.83820,12573.30760,31.07120,421.14780,0.000011044
32,28,4026.34720,9155.71360,96.68050,12574.96670,33.84390,429.08140,0.000010415
